StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Information Sheet,ID,Video Check,Identity items_1,Identity items_2,Identity items_3,Identity items_4,Identity items_5,Identity items_6,Identity items_7,Identity items_8,Identity items_9,Identity items_10,Identity items_11,Identity items_12,Identity Items_1,Identity Items_2,Identity Items_3,Identity Items_4,Identity Items_5,Identity Items_6,Identity Items_7,Identity Items_8,Identity Items_9,Identity Items_10,Identity Items_11,Identity Items_12,Identity Items_13,Immedi. Env._1,Immedi. Env._2,Immedi. Env._3,Immedi. Env._4,Immedi. Env._5,Immedi. Env._6,Immedi. Env._7,Immedi. Env._8,Immedi. Env._9,Immedi. Env._10,Prev. exp._1,Prev. exp._2,Prev. exp._3,Prev. exp._4,Prev. exp._5,Prev. exp._6,Prev. exp._7,Social Int._1,Social Int._2,Social Int._3,Social Int._4,Social Int._5,Social Int._6,Social Int._7,Social Int._8,Social Int._9,Social Int._10,Social Int._11,Social Int._12,Social Int._13,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q115_6,Q115_7,Q115_8,Q115_9,Q115_10,Q115_11,Q115_12
2024-05-16 06:42:03,2024-05-16 06:54:52,IP Address,*******,100,769,True,2024-05-16 06:54:52,R_2rOkfvUkcrqTse5,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5da98138d11d560013a3d22d,Yes,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
2024-05-16 06:48:22,2024-05-16 06:55:09,IP Address,*******,100,407,True,2024-05-16 06:55:09,R_8quh0cWnO7tyzS1,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5c753433814ff4001657b28d,Yes,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly disagree,Disagree,Somewhat disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree
2024-05-16 06:44:56,2024-05-16 06:55:15,IP Address,*******,100,618,True,2024-05-16 06:55:15,R_8SoEoPtG9bfazPr,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5d614243d9ea5c0019875747,Yes,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
2024-05-16 06:45:50,2024-05-16 06:55:17,IP Address,*******,100,566,True,2024-05-16 06:55:17,R_2homUtHJYvNEVg3,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5e73d6812c7148338e021135,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2024-05-16 06:46:02,2024-05-16 06:55:19,IP Address,*******,100,556,True,2024-05-16 06:55:19,R_80XnMewRYDFLTwJ,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5ee5888ff4d9c02c76487b71,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2024-05-16 06:42:32,2024-05-16 06:55:20,IP Address,*******,100,767,True,2024-05-16 06:55:20,R_3SltFCfCwIxP129,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",604db6324496c57afe822770,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2024-05-16 06:47:10,2024-05-16 06:55:33,IP Address,*******,100,503,True,2024-05-16 06:55:34,R_85TmKLwvf4eL27I,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",613ddd0b1da5b303d8991bc8,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2024-05-16 06:42:03,2024-05-16 06:55:38,IP Address,*******,100,814,True,2024-05-16 06:55:38,R_8s8SwJy84akAnWV,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",660487d8b3eda92fba8a5a40,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree
2024-05-16 06:49:55,2024-05-16 06:55:38,IP Address,*******,100,343,True,2024-05-16 06:55:39,R_8eqU9nwfgJ8MCY6,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5dcf055ff290e70579808e50,Yes,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree
2024-05-16 06:43:14,2024-05-16 06:55:44,IP Address,*******,100,750,True,2024-05-16 06:55:45,R_81igUNGH4KCk8ZI,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",6135c0740bd8749e64194743,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
2024-05-16 06:47:13,2024-05-16 06:55:54,IP Address,*******,100,520,True,2024-05-16 06:55:55,R_2vZlIk8ZK1EFzYs,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",659659bd46646a3c46c41ab3,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2024-05-16 06:42:54,2024-05-16 06:55:56,IP Address,*******,100,781,True,2024-05-16 06:55:56,R_8hlPdPTYD6Ly5sg,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",6103ca6f8deef7674b17024b,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree
2024-05-16 06:46:56,2024-05-16 06:56:00,IP Address,*******,100,544,True,2024-05-16 06:56:01,R_8VgyIOjiBZM8YJX,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",64e3ca56363e3fd75b69c86a,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2024-05-16 06:48:10,2024-05-16 06:56:09,IP Address,*******,100,478,True,2024-05-16 06:56:09,R_8HOhcul4PZzApge,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",60365a98a8b60fcb5bf8d9e4,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree
